#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
18,Sun Apr 28 16:12:36 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,8,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
18,Sun Apr 28 16:12:36 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,8,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
19,Sun Apr 28 16:13:16 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,9,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
19,Sun Apr 28 16:13:16 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,9,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
20,Sun Apr 28 22:15:01 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,10,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
20,Sun Apr 28 22:15:01 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,10,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
21,Sun Apr 28 22:18:14 EDT 2024,31,0,Assignment4TwoClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,10,1,true,RMITwoClientConnection RMITwoClientReadWriteNonAtomic , , ,RMITwoClientConnection-(20.0/20.0) RMITwoClientReadWriteNonAtomic-(0.0/20.0) , ,
21,Sun Apr 28 22:18:14 EDT 2024,31,0,Assignment4TwoClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,10,1,true,RMITwoClientConnection RMITwoClientReadWriteNonAtomic , , ,RMITwoClientConnection-(20.0/20.0) RMITwoClientReadWriteNonAtomic-(0.0/20.0) , ,
22,Sun Apr 28 22:29:40 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,11,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
22,Sun Apr 28 22:29:40 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,11,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
23,Sun Apr 28 22:41:02 EDT 2024,31,0,Assignment4TwoClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,11,1,true,RMITwoClientConnection RMITwoClientReadWriteNonAtomic , , ,RMITwoClientConnection-(20.0/20.0) RMITwoClientReadWriteNonAtomic-(0.0/20.0) , ,
23,Sun Apr 28 22:41:02 EDT 2024,31,0,Assignment4TwoClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,11,1,true,RMITwoClientConnection RMITwoClientReadWriteNonAtomic , , ,RMITwoClientConnection-(20.0/20.0) RMITwoClientReadWriteNonAtomic-(0.0/20.0) , ,
24,Sun Apr 28 22:48:03 EDT 2024,31,0,Assignment4OneClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,12,0,true,RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments , , ,RMIOneClientConnection-(20.0/20.0) RMIOneClientReadWriteNonAtomic-(0.0/20.0) RMIStaticArguments-(20.0/20.0) , ,
24,Sun Apr 28 22:48:03 EDT 2024,31,0,Assignment4OneClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,12,0,true,RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments , , ,RMIOneClientConnection-(20.0/20.0) RMIOneClientReadWriteNonAtomic-(0.0/20.0) RMIStaticArguments-(20.0/20.0) , ,
25,Sun Apr 28 22:48:14 EDT 2024,31,0,Assignment4OneClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,12,1,true,RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments , , ,RMIOneClientConnection-(20.0/20.0) RMIOneClientReadWriteNonAtomic-(0.0/20.0) RMIStaticArguments-(20.0/20.0) , ,
25,Sun Apr 28 22:48:14 EDT 2024,31,0,Assignment4OneClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,12,1,true,RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments , , ,RMIOneClientConnection-(20.0/20.0) RMIOneClientReadWriteNonAtomic-(0.0/20.0) RMIStaticArguments-(20.0/20.0) , ,
26,Sun Apr 28 22:49:01 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,13,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
26,Sun Apr 28 22:49:01 EDT 2024,31,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,13,0,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
27,Sun Apr 28 22:52:06 EDT 2024,31,0,Assignment4TwoClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,13,1,true,RMITwoClientConnection RMITwoClientReadWriteNonAtomic , , ,RMITwoClientConnection-(20.0/20.0) RMITwoClientReadWriteNonAtomic-(0.0/20.0) , ,
27,Sun Apr 28 22:52:06 EDT 2024,31,0,Assignment4TwoClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic RMITwoClientReadWriteNonAtomic , ,13,1,true,RMITwoClientConnection RMITwoClientReadWriteNonAtomic , , ,RMITwoClientConnection-(20.0/20.0) RMITwoClientReadWriteNonAtomic-(0.0/20.0) , ,
28,Sun Apr 28 23:21:19 EDT 2024,37,6,Assignment4TwoClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection RMITwoClientReadWriteNonAtomic+ , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic , ,14,0,true,RMITwoClientConnection RMITwoClientReadWriteNonAtomic , , ,RMITwoClientConnection-(20.0/20.0) RMITwoClientReadWriteNonAtomic-(20.0/20.0) , ,
28,Sun Apr 28 23:21:19 EDT 2024,37,6,Assignment4TwoClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIStaticArguments RMITwoClientConnection RMITwoClientReadWriteNonAtomic+ , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls RMIOneClientReadWriteNonAtomic , ,14,0,true,RMITwoClientConnection RMITwoClientReadWriteNonAtomic , , ,RMITwoClientConnection-(20.0/20.0) RMITwoClientReadWriteNonAtomic-(20.0/20.0) , ,
29,Sun Apr 28 23:22:28 EDT 2024,43,6,Assignment4OneClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIOneClientReadWriteNonAtomic+ RMIStaticArguments RMITwoClientConnection RMITwoClientReadWriteNonAtomic , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls , ,14,1,true,RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments , , ,RMIOneClientConnection-(20.0/20.0) RMIOneClientReadWriteNonAtomic-(20.0/20.0) RMIStaticArguments-(20.0/20.0) , ,
29,Sun Apr 28 23:22:28 EDT 2024,43,6,Assignment4OneClientSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIOneClientReadWriteNonAtomic+ RMIStaticArguments RMITwoClientConnection RMITwoClientReadWriteNonAtomic , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls , ,14,1,true,RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments , , ,RMIOneClientConnection-(20.0/20.0) RMIOneClientReadWriteNonAtomic-(20.0/20.0) RMIStaticArguments-(20.0/20.0) , ,
30,Sun Apr 28 23:23:03 EDT 2024,43,0,A4GeneralStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments RMITwoClientConnection RMITwoClientReadWriteNonAtomic , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls , ,14,2,true,A4AccessModifiersMatched A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NoCheckstyleWarnings A4PublicMethodsOverride , ,A4AccessModifiersMatched A4MnemonicNames A4NoCheckstyleWarnings A4PublicMethodsOverride ,A4AccessModifiersMatched-(0.0/5.0) A4InterfaceAsType-(0.0/10.0) A4MnemonicNames-(0.0/10.0) A4NamedConstants-(0.0/1.0) A4NoCheckstyleWarnings-(10.0/10.0) A4PublicMethodsOverride-(0.0/5.0) , ,
30,Sun Apr 28 23:23:03 EDT 2024,43,0,A4GeneralStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments RMITwoClientConnection RMITwoClientReadWriteNonAtomic , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls , ,14,2,true,A4AccessModifiersMatched A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NoCheckstyleWarnings A4PublicMethodsOverride , ,A4AccessModifiersMatched A4MnemonicNames A4NoCheckstyleWarnings A4PublicMethodsOverride ,A4AccessModifiersMatched-(0.0/5.0) A4InterfaceAsType-(0.0/10.0) A4MnemonicNames-(0.0/10.0) A4NamedConstants-(0.0/1.0) A4NoCheckstyleWarnings-(10.0/10.0) A4PublicMethodsOverride-(0.0/5.0) , ,
31,Sun Apr 28 23:23:05 EDT 2024,43,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments RMITwoClientConnection RMITwoClientReadWriteNonAtomic , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls , ,14,3,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
31,Sun Apr 28 23:23:05 EDT 2024,43,0,A4SpecificStyleSuite,A4NoCheckstyleWarnings A4TaggedClassesDefined RMIOneClientConnection RMIOneClientReadWriteNonAtomic RMIStaticArguments RMITwoClientConnection RMITwoClientReadWriteNonAtomic , ,A4AccessModifiersMatched A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4InterfaceAsType A4MnemonicNames A4NamedConstants A4PublicMethodsOverride A4SpuriousCalls , ,14,3,true,A4ExpectedCalls A4ExpectedInterfaces A4ExpectedSignatures A4SpuriousCalls A4TaggedClassesDefined , , ,A4ExpectedCalls-(0.0/20.0) A4ExpectedInterfaces-(0.0/5.0) A4ExpectedSignatures-(0.0/5.0) A4SpuriousCalls-(0.0/20.0) A4TaggedClassesDefined-(10.0/10.0) , ,
