Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
comp533.client.GIPCClientImpl,client:impl,@DistributedTags.CLIENT+@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:client:distributed:tags:client:distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags,setTracing,set:tracing,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable:@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.GIPC+@DistributedTags.CLIENT_REMOTE_INTERFACE:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,distributed:tags:server:remote:object:distributed:tags:server:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote:distributed:tags:client:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:client:remote:interface:distributed:tags:distributed:tags:distributed:tags:client:remote:interface:distributed:tags:client:remote:interface:distributed:tags:rmi:distributed:tags:client:remote:interface:distributed:tags:rmi:remote,util.trace.port.rpc.gipc.GIPCRPCTraceUtility,trace:utility,util.trace.port.rpc.gipc.GIPCRPCTraceUtility,trace:utility,setTracing,set:tracing
comp533.client.GIPCClientImpl,client:impl,@DistributedTags.CLIENT+@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:client:distributed:tags:client:distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags,setTracing,set:tracing,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable:@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.GIPC+@DistributedTags.CLIENT_REMOTE_INTERFACE:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,distributed:tags:server:remote:object:distributed:tags:server:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote:distributed:tags:client:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:client:remote:interface:distributed:tags:distributed:tags:distributed:tags:client:remote:interface:distributed:tags:client:remote:interface:distributed:tags:rmi:distributed:tags:client:remote:interface:distributed:tags:rmi:remote,util.trace.port.nio.NIOTraceUtility,nio:trace:utility,util.trace.port.nio.NIOTraceUtility,nio:trace:utility,setTracing,set:tracing
comp533.client.GIPCClientImpl,client:impl,@DistributedTags.CLIENT+@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:client:distributed:tags:client:distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags,start,start,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable:@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.GIPC+@DistributedTags.CLIENT_REMOTE_INTERFACE:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,distributed:tags:server:remote:object:distributed:tags:server:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote:distributed:tags:client:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:client:remote:interface:distributed:tags:distributed:tags:distributed:tags:client:remote:interface:distributed:tags:client:remote:interface:distributed:tags:rmi:distributed:tags:client:remote:interface:distributed:tags:rmi:remote,comp533.client.GIPCClientImpl,client:impl,@DistributedTags.CLIENT+@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:client:distributed:tags:client:distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags,init,none
comp533.client.GIPCClientImpl,client:impl,@DistributedTags.CLIENT+@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:client:distributed:tags:client:distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags,start,start,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable:@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.GIPC+@DistributedTags.CLIENT_REMOTE_INTERFACE:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,distributed:tags:server:remote:object:distributed:tags:server:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote:distributed:tags:client:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:client:remote:interface:distributed:tags:distributed:tags:distributed:tags:client:remote:interface:distributed:tags:client:remote:interface:distributed:tags:rmi:distributed:tags:client:remote:interface:distributed:tags:rmi:remote,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,addSimulationParameterListener,add:simulation:parameter:listener
comp533.client.GIPCClientImpl,client:impl,@DistributedTags.CLIENT+@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:client:distributed:tags:client:distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags,start,start,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable:@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.GIPC+@DistributedTags.CLIENT_REMOTE_INTERFACE:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,distributed:tags:server:remote:object:distributed:tags:server:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote:distributed:tags:client:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:client:remote:interface:distributed:tags:distributed:tags:distributed:tags:client:remote:interface:distributed:tags:client:remote:interface:distributed:tags:rmi:distributed:tags:client:remote:interface:distributed:tags:rmi:remote,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,getSingleton,get:singleton
comp533.client.GIPCClientImpl,client:impl,@DistributedTags.CLIENT+@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:client:distributed:tags:client:distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags,start,start,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable:@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.GIPC+@DistributedTags.CLIENT_REMOTE_INTERFACE:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,distributed:tags:server:remote:object:distributed:tags:server:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote:distributed:tags:client:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:client:remote:interface:distributed:tags:distributed:tags:distributed:tags:client:remote:interface:distributed:tags:client:remote:interface:distributed:tags:rmi:distributed:tags:client:remote:interface:distributed:tags:rmi:remote,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,processCommands,process:commands
comp533.client.GIPCClientImpl,client:impl,@DistributedTags.CLIENT+@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:client:distributed:tags:client:distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags,start,start,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable:@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.GIPC+@DistributedTags.CLIENT_REMOTE_INTERFACE:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,distributed:tags:server:remote:object:distributed:tags:server:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote:distributed:tags:client:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:client:remote:interface:distributed:tags:distributed:tags:distributed:tags:client:remote:interface:distributed:tags:client:remote:interface:distributed:tags:rmi:distributed:tags:client:remote:interface:distributed:tags:rmi:remote,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,util.interactiveMethodInvocation.SimulationParametersControllerFactory,simulation:parameters:controller:factory,getSingleton,get:singleton
comp533.client.GIPCClientImpl,client:impl,@DistributedTags.CLIENT+@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:client:distributed:tags:client:distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags,start,start,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable:@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.GIPC+@DistributedTags.CLIENT_REMOTE_INTERFACE:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,distributed:tags:server:remote:object:distributed:tags:server:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote:distributed:tags:client:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:client:remote:interface:distributed:tags:distributed:tags:distributed:tags:client:remote:interface:distributed:tags:client:remote:interface:distributed:tags:rmi:distributed:tags:client:remote:interface:distributed:tags:rmi:remote,Exception,exception,java.lang.Exception,exception,printStackTrace,print:stack:trace
comp533.client.GIPCClientImpl,client:impl,@DistributedTags.CLIENT+@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:client:distributed:tags:client:distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags,main,main,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable:@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.GIPC+@DistributedTags.CLIENT_REMOTE_INTERFACE:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,distributed:tags:server:remote:object:distributed:tags:server:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote:distributed:tags:client:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:client:remote:interface:distributed:tags:distributed:tags:distributed:tags:client:remote:interface:distributed:tags:client:remote:interface:distributed:tags:rmi:distributed:tags:client:remote:interface:distributed:tags:rmi:remote,util.trace.factories.FactoryTraceUtility,factory:trace:utility,util.trace.factories.FactoryTraceUtility,factory:trace:utility,setTracing,set:tracing
comp533.client.GIPCClientImpl,client:impl,@DistributedTags.CLIENT+@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:client:distributed:tags:client:distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags,main,main,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable:@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.GIPC+@DistributedTags.CLIENT_REMOTE_INTERFACE:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,distributed:tags:server:remote:object:distributed:tags:server:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote:distributed:tags:client:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:client:remote:interface:distributed:tags:distributed:tags:distributed:tags:client:remote:interface:distributed:tags:client:remote:interface:distributed:tags:rmi:distributed:tags:client:remote:interface:distributed:tags:rmi:remote,util.trace.bean.BeanTraceUtility,bean:trace:utility,util.trace.bean.BeanTraceUtility,bean:trace:utility,setTracing,set:tracing
comp533.client.GIPCClientImpl,client:impl,@DistributedTags.CLIENT+@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:client:distributed:tags:client:distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags,main,main,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable:@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.GIPC+@DistributedTags.CLIENT_REMOTE_INTERFACE:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,distributed:tags:server:remote:object:distributed:tags:server:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote:distributed:tags:client:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:client:remote:interface:distributed:tags:distributed:tags:distributed:tags:client:remote:interface:distributed:tags:client:remote:interface:distributed:tags:rmi:distributed:tags:client:remote:interface:distributed:tags:rmi:remote,util.trace.port.rpc.rmi.RMITraceUtility,rmi:trace:utility,util.trace.port.rpc.rmi.RMITraceUtility,rmi:trace:utility,setTracing,set:tracing
comp533.client.GIPCClientImpl,client:impl,@DistributedTags.CLIENT+@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.CLIENT_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC,distributed:tags:client:distributed:tags:client:distributed:tags:client:remote:object:distributed:tags:rmi:distributed:tags,main,main,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.SERVER_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC:@@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable:@DistributedTags.CLIENT_CONFIGURER+@DistributedTags.RMI:AStandAloneTwoCoupledHalloweenSimulations:AnAbstractSimulationParametersBean:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC+@DistributedTags.GIPC+@DistributedTags.CLIENT_REMOTE_INTERFACE:@@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI+@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI:Remote:Serializable,distributed:tags:server:remote:object:distributed:tags:server:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:distributed:tags:server:remote:interface:distributed:tags:rmi:distributed:tags:server:remote:interface:distributed:tags:rmi:remote:distributed:tags:client:distributed:tags:rmi:a:stand:alone:coupled:halloween:simulations:an:abstract:simulation:parameters:bean:distributed:tags:client:remote:interface:distributed:tags:distributed:tags:distributed:tags:client:remote:interface:distributed:tags:client:remote:interface:distributed:tags:rmi:distributed:tags:client:remote:interface:distributed:tags:rmi:remote,util.trace.port.consensus.ConsensusTraceUtility,consensus:trace:utility,util.trace.port.consensus.ConsensusTraceUtility,consensus:trace:utility,setTracing,set:tracing
